balance,housing,loan,duration,campaign,poutcome,Term Deposit,Count_Txn,age,job,marital,education,Annual_Income,Gender
1654,no,no,116,1,unknown,0,442,42,entrepreneur,married,tertiary,3528202,M
760,no,no,95,2,unknown,0,391,45,technician,married,secondary,4515189,F
557,no,no,367,1,unknown,1,395,33,technician,married,secondary,272195,M
1434,no,no,50,2,unknown,0,165,34,blue-collar,married,secondary,2725715,F
3383,yes,no,483,1,unknown,0,214,39,self-employed,married,secondary,4712824,M
3383,yes,no,361,2,failure,0,283,58,technician,married,secondary,4612791,M
625,yes,no,265,2,unknown,0,110,36,blue-collar,divorced,secondary,2101822,M
1211,no,no,535,1,success,1,388,33,unemployed,married,secondary,3070133,M
45,no,no,180,1,unknown,0,322,29,management,married,tertiary,1395989,M
291,no,no,286,5,unknown,0,162,61,retired,divorced,secondary,4819408,M
3383,no,no,290,1,unknown,0,359,50,admin.,married,secondary,943829,M
318,no,no,8,3,unknown,0,420,51,technician,single,tertiary,4401950,M
225,yes,no,319,2,unknown,0,251,44,blue-collar,married,secondary,959636,F
0,yes,no,643,13,unknown,1,326,27,services,married,secondary,996202,M
0,yes,no,64,2,failure,0,452,44,blue-collar,single,secondary,4753194,F
148,no,no,643,1,unknown,0,336,22,student,single,secondary,2634877,F
1595,no,no,40,1,unknown,0,429,52,unemployed,married,tertiary,3262939,F
3181,yes,no,128,7,unknown,0,144,31,services,married,secondary,368284,M
830,yes,no,643,3,failure,1,451,40,blue-collar,married,primary,3312421,F
0,yes,no,165,4,unknown,0,389,41,blue-collar,married,secondary,1451557,M
212,yes,no,373,1,unknown,0,220,27,management,single,tertiary,757083,M
0,yes,no,189,2,unknown,0,155,34,admin.,single,secondary,4906661,M
663,yes,no,106,4,unknown,0,438,32,management,married,tertiary,2217693,M
317,yes,no,136,3,unknown,0,385,42,management,divorced,secondary,3215632,M
346,no,yes,84,1,unknown,0,255,56,management,married,primary,1692301,M
275,yes,no,457,4,unknown,0,189,43,admin.,single,secondary,1611033,F
784,yes,yes,579,1,unknown,0,212,54,technician,divorced,secondary,4104098,M
183,no,no,167,2,unknown,0,243,58,services,divorced,secondary,4219200,M
320,yes,no,204,3,unknown,0,131,45,blue-collar,married,secondary,4002511,M
368,no,no,269,1,success,1,245,47,admin.,married,secondary,4607856,M
663,yes,no,230,1,unknown,0,281,55,blue-collar,married,primary,4231910,M
2784,yes,no,181,1,unknown,0,473,40,management,single,tertiary,264554,M
3154,yes,yes,121,1,unknown,0,300,26,technician,divorced,tertiary,2558589,F
3383,no,no,129,2,unknown,0,447,27,student,single,secondary,4405350,F
0,yes,no,205,1,unknown,0,282,44,technician,married,secondary,4418009,M
63,no,no,392,2,unknown,0,356,44,services,married,secondary,3486769,M
333,yes,no,36,3,unknown,0,253,49,admin.,divorced,secondary,4064146,F
130,yes,yes,643,2,unknown,1,106,39,admin.,married,secondary,3520315,M
131,yes,no,147,5,unknown,0,132,28,blue-collar,married,secondary,4722133,F
438,yes,no,276,1,unknown,0,235,40,services,married,secondary,3963124,F
305,no,no,140,1,failure,0,347,49,technician,married,secondary,4380353,M
2347,no,yes,555,1,unknown,0,404,34,management,single,tertiary,1613878,M
764,no,no,150,2,unknown,0,401,30,technician,married,secondary,4184936,F
641,yes,no,336,1,unknown,0,377,32,technician,married,secondary,444712,M
2421,yes,no,14,8,unknown,0,263,32,technician,single,secondary,1739961,F
3383,yes,no,228,1,unknown,0,398,31,admin.,single,secondary,2053742,F
3383,yes,no,31,8,unknown,0,190,37,management,single,tertiary,2970458,M
3383,no,no,315,1,unknown,0,201,35,housemaid,married,primary,1666917,F
1228,no,no,580,2,success,1,294,34,management,single,tertiary,768664,M
36,no,yes,133,1,unknown,0,369,39,management,divorced,tertiary,2520180,F
0,no,no,148,2,unknown,0,153,32,management,single,tertiary,4220760,M
722,yes,no,108,1,unknown,0,380,22,student,single,secondary,4397430,M
0,no,no,643,2,unknown,0,162,59,unemployed,married,primary,936317,M
746,no,no,193,1,unknown,0,442,56,management,married,tertiary,2460713,F
12,no,no,289,1,unknown,0,305,35,management,single,tertiary,3038678,M
351,yes,yes,174,1,failure,0,168,47,unemployed,married,secondary,4329164,F
381,no,no,519,1,other,0,245,50,admin.,divorced,secondary,2789563,M
309,yes,no,115,4,unknown,0,366,55,blue-collar,married,primary,2558486,F
1732,no,no,163,2,unknown,0,426,45,technician,married,secondary,4468355,M
196,yes,no,45,2,unknown,0,104,35,technician,single,secondary,251036,M
1788,no,no,353,1,unknown,1,429,29,services,single,tertiary,229782,M
442,yes,no,85,1,unknown,0,183,47,technician,divorced,secondary,4869626,F
53,no,yes,31,3,unknown,0,375,46,services,married,secondary,979207,F
270,yes,no,255,2,failure,0,444,40,unemployed,married,secondary,3561678,M
461,yes,no,643,32,unknown,1,293,50,entrepreneur,married,primary,649206,M
0,yes,yes,239,2,failure,0,291,46,admin.,married,secondary,2340749,F
1393,no,no,591,6,unknown,0,373,60,entrepreneur,married,secondary,4123713,M
2,no,yes,199,1,unknown,0,285,34,blue-collar,single,primary,3180427,M
1873,no,no,49,2,unknown,0,208,58,management,single,secondary,532496,M
258,no,no,188,1,unknown,0,229,52,management,married,tertiary,4665252,F
3383,no,no,151,1,unknown,0,319,26,technician,single,tertiary,2873009,F
3383,no,no,643,4,success,1,385,36,entrepreneur,divorced,tertiary,1251407,F
435,yes,yes,89,5,failure,0,491,57,admin.,divorced,secondary,1265414,M
315,yes,no,90,3,unknown,0,360,44,blue-collar,married,primary,4362078,F
1492,no,no,643,1,other,0,215,77,retired,married,primary,4121759,F
431,yes,no,51,1,unknown,0,319,33,management,married,tertiary,2905838,M
377,no,no,283,1,failure,0,107,50,unemployed,married,tertiary,1313436,F
0,no,no,219,2,unknown,0,249,38,management,married,tertiary,218979,F
41,yes,no,173,1,unknown,0,325,33,blue-collar,married,primary,1846218,M
1454,no,no,276,3,unknown,0,323,30,technician,married,tertiary,3839719,M
243,yes,yes,118,2,unknown,0,195,36,blue-collar,married,primary,1136840,M
3383,yes,no,536,1,unknown,0,416,48,admin.,married,primary,2933829,M
1,no,no,401,1,unknown,0,408,45,entrepreneur,married,tertiary,345178,F
416,no,no,163,4,unknown,0,167,35,management,married,tertiary,1573658,F
74,yes,yes,198,2,unknown,0,233,36,self-employed,single,secondary,1212279,F
1951,yes,no,518,2,failure,0,281,32,technician,married,secondary,936226,M
18,yes,no,180,2,unknown,0,188,36,management,divorced,tertiary,1740950,F
305,yes,no,82,4,unknown,0,268,42,technician,divorced,secondary,3708969,M
280,yes,no,502,1,unknown,0,115,35,entrepreneur,married,tertiary,952644,M
616,yes,no,116,1,success,0,294,28,management,single,tertiary,2027739,M
26,yes,yes,448,1,unknown,0,313,31,management,single,tertiary,4398954,F
2290,no,no,195,2,other,0,308,52,management,single,tertiary,3228987,M
645,no,no,123,1,unknown,0,310,55,admin.,single,secondary,1319975,M
216,no,no,47,1,unknown,0,422,31,management,married,tertiary,2656350,M
3383,no,no,628,1,unknown,0,238,26,blue-collar,single,secondary,4665754,M
0,no,no,13,5,unknown,0,111,59,retired,divorced,secondary,272764,M
388,no,no,643,2,unknown,0,427,32,management,single,secondary,4446217,M
429,no,yes,120,2,failure,0,189,56,admin.,divorced,secondary,1618659,F
453,no,no,142,2,unknown,1,301,27,services,single,secondary,4980220,F
76,yes,no,237,2,unknown,0,266,53,services,married,secondary,3945043,F
207,yes,no,277,1,unknown,0,352,23,blue-collar,single,secondary,3640369,M
997,no,no,106,1,unknown,1,102,61,management,married,tertiary,4358448,M
7,no,no,51,1,failure,0,410,29,unemployed,single,tertiary,2899476,F
25,yes,no,166,1,unknown,0,245,47,blue-collar,divorced,secondary,1197409,M
179,yes,no,184,1,unknown,0,321,34,management,married,tertiary,2167962,M
167,yes,no,57,1,unknown,0,485,36,technician,married,tertiary,3535429,M
1223,no,no,643,5,unknown,1,145,38,management,married,tertiary,1180271,F
2281,no,no,230,2,unknown,1,388,60,management,married,tertiary,1642073,M
610,yes,no,75,6,unknown,0,471,32,self-employed,married,secondary,1000356,M
294,yes,no,148,1,unknown,0,383,36,admin.,married,secondary,325957,F
324,no,yes,643,11,unknown,1,109,35,management,single,tertiary,2580657,F
281,yes,no,123,4,unknown,0,367,41,blue-collar,married,secondary,4079490,M
0,yes,no,98,1,unknown,0,491,42,management,married,tertiary,1408916,M
2280,no,no,289,1,unknown,0,113,64,blue-collar,married,secondary,4152145,F
3383,yes,no,231,1,failure,0,497,42,blue-collar,married,secondary,4197378,F
259,no,yes,149,1,unknown,0,157,42,management,divorced,tertiary,1507235,F
931,yes,no,643,1,unknown,1,106,27,technician,single,tertiary,1278083,M
106,no,no,186,1,unknown,1,313,59,admin.,married,secondary,3764967,M
643,yes,no,277,1,unknown,0,128,29,blue-collar,married,secondary,2676053,M
0,no,no,90,2,unknown,0,493,42,management,married,tertiary,1003156,M
203,no,no,608,3,success,1,101,36,management,married,tertiary,2864707,F
26,yes,no,66,2,unknown,0,150,25,blue-collar,single,secondary,4065459,F
678,yes,no,249,1,failure,0,436,31,management,married,secondary,613507,M
220,yes,no,138,2,unknown,0,404,27,self-employed,married,secondary,4250152,M
2409,no,no,173,2,unknown,0,455,56,blue-collar,married,secondary,4133582,F
397,yes,no,185,7,unknown,0,225,56,technician,divorced,secondary,1781669,M
323,no,no,158,10,unknown,0,293,48,blue-collar,married,primary,2705862,M
263,no,no,601,2,unknown,0,200,59,retired,married,secondary,434600,F
0,yes,no,46,1,unknown,0,148,37,technician,divorced,secondary,2279946,F
139,yes,no,79,1,unknown,0,172,36,management,married,tertiary,2137921,M
161,yes,no,272,2,unknown,0,302,59,retired,married,secondary,2788766,M
1657,yes,no,566,2,failure,0,301,34,management,married,tertiary,1443847,M
0,no,no,120,2,unknown,0,280,55,management,divorced,tertiary,3249332,F
2457,no,no,284,3,unknown,0,155,39,blue-collar,married,secondary,3341542,M
571,yes,no,68,3,unknown,0,325,31,blue-collar,single,secondary,2319366,M
417,no,no,81,2,unknown,0,194,46,services,married,secondary,3583504,M
3383,no,no,274,3,unknown,0,143,54,services,married,secondary,1194698,F
849,no,no,81,4,unknown,0,253,30,technician,single,tertiary,4468462,M
3383,yes,no,131,2,unknown,0,172,46,technician,married,secondary,461460,M
3383,yes,no,464,2,unknown,0,137,43,admin.,married,secondary,4897734,F
150,no,no,55,1,other,0,117,39,admin.,married,secondary,879244,M
99,no,no,161,1,unknown,0,126,37,management,married,tertiary,4859748,M
581,yes,no,224,1,failure,0,213,42,unemployed,married,primary,634902,M
548,no,no,138,2,unknown,0,430,51,technician,divorced,primary,4100954,M
179,no,no,103,3,unknown,0,456,26,blue-collar,single,secondary,1453438,F
432,yes,no,329,1,unknown,0,248,50,admin.,divorced,tertiary,4131605,M
532,no,no,298,2,other,0,347,62,unemployed,married,primary,1745127,F
0,yes,no,90,8,unknown,0,408,36,management,married,tertiary,1224804,M
3,yes,no,369,2,unknown,0,372,34,blue-collar,married,primary,1557688,M
3383,no,yes,291,2,unknown,0,216,52,management,married,tertiary,3102132,M
640,yes,no,220,4,other,0,355,39,blue-collar,married,primary,533806,F
828,no,no,305,1,unknown,1,399,65,retired,divorced,secondary,3355143,M
243,no,no,167,10,unknown,0,155,37,blue-collar,single,secondary,1553952,M
150,yes,no,328,1,unknown,0,113,29,admin.,married,secondary,4960846,F
1765,yes,no,445,1,failure,0,382,55,blue-collar,married,secondary,2026879,F
3383,yes,yes,227,2,failure,0,121,54,management,married,tertiary,3073197,F
240,yes,yes,254,2,unknown,0,143,31,blue-collar,married,primary,2735667,F
3383,yes,no,21,5,unknown,0,204,36,management,single,tertiary,1564900,M
3,no,no,643,3,other,0,485,87,retired,married,secondary,501653,F
3164,yes,no,329,2,unknown,0,331,40,services,married,secondary,4939390,F
681,yes,no,203,1,unknown,0,300,42,blue-collar,married,secondary,2617497,F
25,no,no,158,1,unknown,0,376,26,self-employed,single,tertiary,3267643,F
392,yes,no,180,3,failure,0,438,34,blue-collar,married,primary,1970363,M
3362,no,no,101,2,unknown,0,193,30,housemaid,single,tertiary,4480468,M
153,no,no,7,12,unknown,0,214,54,blue-collar,married,secondary,3014451,M
3383,yes,no,188,2,unknown,0,371,38,technician,single,secondary,4064593,M
153,yes,no,405,1,unknown,0,287,33,management,single,tertiary,639324,F
48,yes,yes,226,1,unknown,0,110,35,management,single,tertiary,4063907,M
574,no,no,348,1,unknown,0,160,48,blue-collar,married,primary,417695,F
476,no,no,643,3,unknown,1,218,48,blue-collar,married,primary,1304222,F
2696,yes,no,86,10,unknown,0,494,43,management,married,tertiary,3707173,F
2631,yes,no,76,2,unknown,0,140,49,blue-collar,married,secondary,3637427,M
3383,no,no,108,1,unknown,0,327,37,management,married,tertiary,3938287,M
813,no,no,358,2,unknown,0,305,44,management,single,secondary,3754797,F
464,no,no,208,2,success,1,285,29,admin.,single,secondary,887923,F
158,yes,no,208,1,unknown,0,152,40,technician,married,secondary,1355286,M
386,no,no,242,1,success,0,160,43,admin.,single,secondary,2249754,M
2030,no,no,61,6,unknown,0,256,63,retired,married,secondary,4491898,M
9,yes,yes,582,2,unknown,0,120,30,management,single,tertiary,4629112,M
3383,no,no,82,4,unknown,0,353,79,retired,married,primary,2919013,M
308,yes,no,248,3,unknown,0,170,54,retired,divorced,primary,4804744,F
3383,no,no,643,2,unknown,1,148,63,admin.,divorced,secondary,1554519,F
2173,yes,no,643,1,unknown,0,428,33,management,married,tertiary,2626234,F
419,yes,yes,35,1,unknown,0,413,39,admin.,married,secondary,1003780,M
553,no,no,323,1,unknown,0,319,43,services,single,tertiary,635352,M
2366,no,no,643,2,other,1,378,50,management,married,tertiary,3008333,F
633,yes,no,292,1,unknown,0,370,52,blue-collar,married,secondary,2604967,F
1320,no,no,522,1,unknown,0,267,59,blue-collar,divorced,primary,2527782,M
1091,no,yes,643,3,unknown,0,113,60,retired,married,secondary,561718,M
1449,no,no,535,6,unknown,0,414,38,unemployed,married,tertiary,1506546,F
744,no,no,124,3,unknown,0,271,31,student,single,tertiary,3715363,F
1657,yes,no,342,4,unknown,0,185,33,management,married,tertiary,3623715,M
0,no,no,360,2,unknown,0,199,32,management,single,tertiary,4585289,F
79,no,no,396,1,failure,0,421,40,retired,single,primary,517461,F
1145,no,no,156,7,unknown,0,345,45,blue-collar,married,primary,206847,F
923,no,no,643,4,unknown,0,381,55,blue-collar,single,secondary,2088863,M
37,yes,no,151,1,unknown,0,357,36,admin.,divorced,secondary,4111240,F
214,yes,no,348,2,other,0,333,40,blue-collar,married,primary,1166302,M
28,yes,yes,643,4,unknown,0,248,53,admin.,divorced,secondary,532250,M
0,no,no,249,3,unknown,0,109,52,management,married,secondary,1704044,M
95,no,yes,308,2,unknown,0,403,32,technician,married,secondary,2944743,F
242,no,yes,116,3,unknown,0,257,41,admin.,single,secondary,4115714,M
546,yes,no,40,1,unknown,0,100,54,admin.,married,primary,2018354,M
1279,yes,no,339,3,success,1,244,34,technician,single,secondary,338850,F
3383,no,no,376,2,unknown,0,362,43,management,divorced,tertiary,4425464,F
56,no,no,75,2,unknown,0,450,33,technician,married,tertiary,2070960,M
0,no,no,148,1,unknown,0,160,53,housemaid,married,primary,3835765,M
826,no,no,177,1,unknown,0,130,26,student,single,secondary,2575698,M
3383,yes,no,26,4,failure,0,420,53,blue-collar,married,primary,2634914,M
91,no,yes,204,2,unknown,0,306,58,retired,married,primary,2742814,F
3383,yes,no,408,2,unknown,0,477,36,self-employed,married,tertiary,1940438,M
3383,no,no,578,2,unknown,1,496,30,management,single,tertiary,4529395,M
3383,yes,no,15,4,failure,0,266,33,management,married,tertiary,3495681,M
1709,no,yes,288,1,unknown,0,315,34,entrepreneur,single,tertiary,1233026,M
202,no,no,166,2,unknown,0,393,30,blue-collar,married,secondary,4079540,M
3383,yes,no,256,1,unknown,0,224,60,admin.,married,secondary,2369877,F
1863,yes,yes,151,4,unknown,0,188,47,admin.,married,secondary,1610132,M
209,no,no,36,2,unknown,0,301,39,technician,married,tertiary,595495,M
23,yes,yes,122,2,unknown,0,428,46,retired,married,secondary,1579703,M
395,yes,yes,339,1,unknown,0,235,32,blue-collar,single,secondary,4342671,F
60,yes,no,219,1,unknown,0,0,60,retired,married,primary,430248,F
3383,yes,no,155,1,unknown,0,373,29,technician,married,secondary,4769600,M
185,no,no,11,1,unknown,0,216,30,blue-collar,single,primary,4750722,M
3383,no,no,323,2,other,1,473,25,student,single,secondary,4210461,F
298,yes,no,142,7,unknown,0,331,32,blue-collar,married,secondary,273016,M
3383,no,no,331,2,other,0,170,35,services,single,secondary,2043307,M
1843,no,no,251,2,success,1,384,74,retired,married,tertiary,1130183,F
3383,no,yes,33,2,unknown,0,318,31,technician,single,tertiary,3902088,M
630,yes,no,134,1,failure,0,439,35,services,married,secondary,204990,M
203,yes,no,9,5,other,0,184,55,self-employed,married,secondary,1260457,F
402,no,no,114,17,unknown,0,174,41,blue-collar,married,primary,3689947,F
156,no,no,122,1,unknown,0,336,36,management,single,tertiary,4463160,M
3383,no,no,500,1,unknown,0,303,49,self-employed,married,tertiary,1879183,M
3383,no,no,149,4,unknown,0,471,42,technician,married,secondary,4903919,F
600,no,no,277,1,unknown,0,371,39,services,single,secondary,2774211,F
2019,yes,yes,102,1,unknown,0,123,34,technician,married,secondary,4650765,M
59,yes,no,169,1,failure,0,235,37,blue-collar,divorced,secondary,473491,M
0,no,no,78,3,unknown,0,184,50,blue-collar,married,secondary,2128316,M
26,no,yes,110,1,unknown,0,376,32,technician,single,secondary,264499,M
0,yes,no,77,2,unknown,0,262,37,services,divorced,primary,845993,M
1468,yes,no,237,3,unknown,1,169,41,management,married,tertiary,2274130,M
2152,no,no,161,1,failure,0,208,42,technician,married,secondary,2441564,F
1253,yes,no,210,2,unknown,0,121,35,management,married,tertiary,1086458,M
290,no,yes,50,2,unknown,0,265,50,management,married,tertiary,2195094,M
3383,yes,no,123,1,unknown,0,220,27,admin.,single,tertiary,4963786,F
684,yes,no,11,8,other,0,355,32,technician,married,secondary,629926,F
11,yes,yes,155,2,unknown,0,282,31,management,married,tertiary,4425561,M
3354,yes,no,493,5,unknown,0,178,27,services,single,secondary,505718,M
1346,no,no,74,7,unknown,0,449,36,blue-collar,single,tertiary,555244,F
8,no,no,643,7,unknown,0,309,36,management,single,tertiary,3452973,M
255,no,no,457,1,success,1,147,26,admin.,single,secondary,946196,M
1197,yes,no,351,3,unknown,0,483,31,technician,married,tertiary,2684925,M
1714,no,no,127,1,unknown,1,240,74,retired,married,secondary,2263347,M
1135,yes,no,396,3,unknown,0,327,25,technician,single,secondary,4126581,M
3383,yes,no,141,1,unknown,0,394,45,services,married,secondary,2005983,F
0,no,no,95,1,unknown,0,127,41,technician,married,tertiary,1567421,F
1022,yes,no,20,3,unknown,0,129,39,admin.,divorced,secondary,3288007,M
330,yes,yes,281,1,unknown,0,283,50,services,divorced,secondary,1716680,F
18,no,no,70,1,unknown,0,269,58,unemployed,married,secondary,722459,M
2388,no,no,123,1,unknown,0,117,31,technician,single,secondary,309248,M
1512,yes,yes,106,1,unknown,0,271,36,admin.,married,secondary,4693054,M
2456,yes,no,552,3,failure,0,275,33,blue-collar,married,primary,413269,M
199,no,no,113,2,unknown,0,371,49,entrepreneur,married,primary,3101845,F
1238,yes,no,212,1,unknown,0,446,39,self-employed,married,tertiary,2494064,M
1187,yes,yes,157,1,unknown,0,278,38,management,married,tertiary,1303030,F
17,yes,no,197,9,unknown,0,140,30,blue-collar,single,secondary,2654308,F
0,yes,no,109,3,failure,0,387,50,technician,divorced,secondary,2580348,M
1781,yes,yes,197,2,unknown,0,282,42,self-employed,married,tertiary,2073021,M
18,yes,yes,399,4,other,0,104,60,self-employed,married,secondary,4392862,M
246,yes,no,360,2,unknown,0,436,42,technician,married,tertiary,4271803,M
643,yes,no,74,2,failure,0,198,40,management,married,secondary,4549075,F
19,no,no,292,1,unknown,0,408,51,blue-collar,married,secondary,4846790,M
736,yes,no,114,2,failure,0,254,36,blue-collar,single,primary,1701271,F
0,no,no,409,1,unknown,0,489,51,blue-collar,single,secondary,3450825,M
820,no,no,43,2,unknown,0,250,59,entrepreneur,married,tertiary,4861646,M
0,yes,no,125,5,unknown,0,162,57,blue-collar,married,secondary,1697487,F
181,yes,no,161,3,unknown,0,114,49,admin.,single,primary,491998,M
0,no,no,270,2,unknown,0,199,42,blue-collar,married,secondary,4840852,M
1130,yes,no,224,3,failure,0,147,31,management,single,tertiary,4629961,F
3383,no,no,16,9,unknown,0,464,44,blue-collar,single,secondary,973205,M
695,yes,no,167,1,unknown,0,190,45,blue-collar,single,primary,862406,M
1110,no,no,643,2,unknown,1,158,56,unemployed,single,primary,4908564,F
3383,no,no,101,2,unknown,0,495,27,blue-collar,single,secondary,3869104,F
168,yes,yes,212,3,unknown,0,108,38,blue-collar,married,primary,3027371,M
467,no,no,305,2,unknown,0,339,36,management,single,tertiary,4054273,M
235,yes,no,141,9,unknown,0,360,36,self-employed,single,primary,2645432,M
18,no,no,27,1,unknown,0,165,31,technician,single,secondary,2545798,F
1287,yes,no,65,1,unknown,1,407,28,management,single,tertiary,962521,M
0,no,no,122,9,unknown,0,399,35,technician,married,secondary,1038726,F
316,yes,no,223,1,success,0,265,38,blue-collar,divorced,secondary,4923832,F
3337,yes,no,369,2,failure,1,404,58,admin.,divorced,secondary,3697172,F
1247,no,no,94,1,unknown,0,326,19,student,single,primary,1901933,M
186,yes,yes,241,1,unknown,0,261,55,services,married,secondary,1311174,M
1240,yes,no,400,2,unknown,0,113,33,blue-collar,married,secondary,483903,F
3383,no,no,404,1,success,1,219,41,unemployed,single,tertiary,3439768,F
2731,no,no,11,7,unknown,0,457,43,blue-collar,single,tertiary,2434330,M
257,no,no,643,2,unknown,1,403,53,admin.,divorced,secondary,3059308,M
1364,yes,yes,25,2,unknown,0,280,35,technician,married,secondary,4335348,F
63,yes,no,479,1,failure,0,491,39,management,married,tertiary,4607815,M
3382,no,yes,165,2,unknown,0,475,57,retired,married,secondary,1897602,F
1003,no,no,259,3,unknown,0,451,37,admin.,single,secondary,4121612,M
31,no,no,260,2,unknown,0,305,57,retired,married,tertiary,1086782,M
2678,no,no,282,2,success,1,378,38,services,married,secondary,832598,M
0,yes,no,104,7,unknown,0,184,59,retired,married,primary,887065,F
3383,no,no,84,4,unknown,0,205,43,entrepreneur,married,secondary,4375590,M
3383,yes,no,231,1,unknown,0,395,27,services,single,secondary,3940094,M
3309,yes,no,349,2,unknown,0,195,49,blue-collar,married,secondary,3406070,F
0,no,no,401,3,unknown,1,105,60,management,married,tertiary,4961931,F
238,yes,no,427,1,unknown,0,126,32,blue-collar,married,secondary,4192055,F
27,yes,no,165,1,unknown,0,159,33,services,single,secondary,4337228,F
3383,no,no,596,2,unknown,0,316,49,unemployed,married,secondary,4595896,F
2408,no,no,172,1,unknown,0,155,55,self-employed,married,secondary,3060380,F
251,yes,yes,128,3,unknown,0,209,35,technician,married,secondary,1345889,M
3367,no,no,126,1,unknown,0,257,57,unemployed,married,primary,4206586,F
3383,yes,no,381,2,unknown,0,173,50,services,married,secondary,1646207,F
538,no,no,643,4,unknown,1,417,51,entrepreneur,married,primary,2622815,M
338,no,no,209,1,unknown,1,432,26,admin.,single,secondary,4557493,M
7,yes,no,501,2,unknown,0,338,36,management,married,tertiary,2679487,M
307,no,no,597,2,unknown,0,195,31,student,single,tertiary,4846602,F
1554,yes,no,378,1,unknown,0,308,39,blue-collar,married,secondary,4097132,F
399,yes,no,643,2,unknown,0,340,46,technician,married,secondary,3623840,M
784,no,yes,149,2,unknown,0,429,56,self-employed,married,secondary,1293776,F
288,yes,no,227,1,unknown,0,461,39,services,divorced,secondary,778884,M
611,no,no,138,2,failure,0,334,26,student,single,secondary,1286389,F
679,yes,no,194,2,unknown,0,106,42,admin.,married,secondary,2841999,F
752,no,yes,456,1,failure,0,131,40,management,married,secondary,1493449,F
1910,no,no,98,2,unknown,0,486,79,retired,divorced,primary,2920220,F
0,no,no,103,2,unknown,0,239,43,technician,married,secondary,1261567,M
2667,yes,no,197,1,success,0,409,32,management,single,tertiary,4525880,F
32,yes,no,154,2,unknown,0,134,38,services,married,secondary,4932400,F
879,yes,no,228,1,unknown,0,440,59,technician,divorced,secondary,3070547,F
2,yes,no,96,1,unknown,0,371,29,blue-collar,married,secondary,4969022,M
124,yes,no,308,4,unknown,0,371,36,management,single,tertiary,2522679,M
176,yes,no,106,2,unknown,0,134,55,technician,married,secondary,1350055,M
79,no,no,640,1,unknown,1,268,43,management,married,tertiary,3786388,F
363,yes,no,164,1,unknown,0,289,29,services,married,secondary,1402769,M
3383,no,yes,65,1,unknown,0,431,22,admin.,single,secondary,3851200,M
660,yes,yes,93,4,failure,0,495,39,blue-collar,married,secondary,1076846,F
447,yes,no,146,4,unknown,0,159,54,technician,divorced,secondary,4842688,F
210,yes,yes,211,2,failure,0,126,34,technician,married,secondary,1063421,M
61,yes,no,97,1,unknown,0,389,38,technician,married,secondary,684084,M
1938,no,yes,551,3,unknown,1,135,54,technician,married,secondary,2499405,F
1580,no,yes,79,3,unknown,0,277,50,management,married,secondary,954913,F
572,yes,no,153,20,unknown,0,191,39,management,single,tertiary,3270512,M
20,no,no,119,2,unknown,0,399,57,technician,married,secondary,3442929,F
405,yes,no,177,1,unknown,0,439,39,blue-collar,married,secondary,806779,M
2253,yes,no,135,1,unknown,0,374,53,housemaid,divorced,primary,4256177,M
191,no,no,141,4,unknown,0,312,32,management,single,tertiary,704391,F
596,no,no,123,1,unknown,0,473,56,blue-collar,divorced,primary,4136468,F
1473,yes,no,121,2,unknown,0,225,64,technician,married,secondary,3327975,F
946,no,no,40,1,unknown,0,438,43,management,single,tertiary,1768439,M
1098,yes,yes,143,2,unknown,0,390,35,admin.,married,secondary,3320392,F
3383,no,no,146,1,unknown,0,432,70,management,married,tertiary,3200976,M
395,yes,no,70,1,unknown,0,247,22,services,single,secondary,1515266,M
601,yes,yes,457,2,unknown,0,413,41,management,single,tertiary,1373471,F
3383,no,no,160,2,unknown,0,479,58,blue-collar,married,secondary,3476432,M
3383,no,no,637,1,success,1,275,34,management,single,tertiary,480093,F
922,yes,no,304,1,unknown,0,339,28,technician,single,secondary,4145259,M
324,yes,no,182,4,unknown,0,162,39,services,married,primary,4966897,M
14,no,yes,120,1,unknown,0,417,48,blue-collar,married,primary,1866505,M
320,yes,no,239,1,unknown,0,346,28,management,single,tertiary,3094594,M
1047,no,no,554,1,unknown,1,263,39,self-employed,married,tertiary,4663189,M
1220,no,no,84,1,failure,0,404,64,retired,married,secondary,4132424,F
3383,yes,no,55,1,unknown,0,462,39,entrepreneur,married,tertiary,3902274,F
611,no,no,305,2,success,1,356,35,management,married,tertiary,1888953,F
72,yes,no,105,1,unknown,0,225,27,blue-collar,married,secondary,674235,F
76,yes,no,124,3,unknown,0,355,43,blue-collar,divorced,primary,2829968,M
3383,yes,no,643,1,success,1,385,31,admin.,married,secondary,1986548,F
734,yes,yes,259,1,other,1,274,29,blue-collar,single,secondary,4673260,F
0,no,yes,77,3,unknown,0,191,38,self-employed,married,tertiary,2485744,F
2768,yes,no,121,4,unknown,0,152,29,admin.,single,secondary,4802104,M
2845,yes,no,182,2,unknown,0,282,28,blue-collar,single,secondary,3201580,M
238,yes,yes,118,2,success,0,115,48,blue-collar,married,secondary,4849995,F
297,no,yes,140,2,unknown,0,400,41,technician,single,secondary,3313552,F
155,yes,no,74,4,other,0,426,26,management,single,tertiary,2185780,M
1313,no,no,420,4,unknown,0,346,58,management,married,tertiary,4811517,F
2669,yes,no,242,1,unknown,0,287,26,blue-collar,single,secondary,3313102,M
990,yes,no,420,1,unknown,0,163,46,blue-collar,married,secondary,3811866,F
19,yes,no,13,10,unknown,0,232,23,services,married,secondary,3303075,F
