,balance,housing,loan,duration,campaign,poutcome,Term Deposit,Count_Txn,age,job,marital,education,Annual_Income,Gender
16609,138,no,no,279,11,unknown,0,474,45,services,divorced,secondary,2196723,M
16610,1654,yes,no,335,2,unknown,0,486,56,management,divorced,tertiary,451944,M
16611,24,yes,no,209,1,unknown,0,469,53,services,married,secondary,3518482,F
16612,238,yes,no,63,1,unknown,0,382,51,services,married,secondary,2449258,M
16613,945,yes,no,561,4,unknown,0,132,25,technician,single,secondary,2221469,M
16614,0,yes,no,197,1,unknown,0,142,41,management,married,tertiary,4570602,M
16615,85,yes,no,329,1,unknown,0,205,39,blue-collar,married,primary,2592630,M
16616,1327,no,yes,325,1,unknown,0,212,50,entrepreneur,married,primary,4296536,M
16617,1,yes,no,70,2,unknown,0,261,26,entrepreneur,married,secondary,2579355,M
16618,2661,yes,no,258,1,unknown,0,218,41,admin.,married,secondary,3858076,M
16619,887,yes,no,53,5,unknown,0,423,32,management,single,tertiary,3365123,F
16620,293,no,no,196,2,unknown,0,198,45,services,married,secondary,2608738,F
16621,444,no,no,54,2,unknown,0,250,29,entrepreneur,divorced,tertiary,4148953,F
16622,27,yes,no,142,1,unknown,0,212,50,blue-collar,married,primary,3832115,F
16623,0,no,no,523,2,unknown,0,146,45,management,married,tertiary,1699226,M
16624,184,yes,no,326,1,unknown,0,277,31,housemaid,married,primary,2449164,F
16625,255,yes,yes,63,1,unknown,0,181,38,technician,married,tertiary,2446341,F
16626,0,yes,no,193,1,unknown,0,172,47,housemaid,married,primary,3236675,M
16627,4,yes,yes,604,1,unknown,0,200,33,management,married,tertiary,4994756,M
16628,1867,yes,no,144,1,unknown,0,150,45,entrepreneur,divorced,tertiary,4948764,M
16629,2656,yes,no,302,1,unknown,0,498,34,technician,married,tertiary,4388750,M
16630,13,yes,yes,205,1,unknown,0,224,30,technician,married,secondary,3750672,M
16631,0,yes,no,184,1,unknown,0,375,44,blue-collar,single,primary,3478662,M
16632,0,yes,no,137,1,unknown,0,250,31,admin.,married,secondary,480666,F
16633,1741,no,no,449,2,unknown,0,159,57,management,married,tertiary,1005796,F
16634,310,yes,no,58,2,unknown,0,401,46,blue-collar,married,secondary,1364960,F
16635,0,no,yes,184,6,unknown,0,180,32,technician,married,tertiary,3545732,F
16636,268,no,yes,643,1,unknown,1,376,55,retired,divorced,secondary,2446177,F
16637,593,yes,yes,643,24,unknown,1,166,38,entrepreneur,married,secondary,457473,M
16638,79,no,yes,169,1,unknown,0,333,30,unemployed,single,secondary,3106680,M
16639,204,yes,no,38,1,unknown,0,498,28,housemaid,married,secondary,409812,F
16640,1224,yes,yes,643,2,unknown,1,398,31,management,married,tertiary,356072,M
16641,2,yes,no,454,1,unknown,1,260,28,admin.,single,secondary,2682438,F
16642,296,yes,yes,171,1,unknown,0,335,31,self-employed,married,secondary,2608860,F
16643,56,no,yes,149,2,unknown,0,458,51,services,married,primary,360795,F
16644,794,yes,no,643,1,unknown,0,354,51,blue-collar,married,secondary,3042824,M
16645,252,no,yes,223,2,unknown,0,104,53,management,married,tertiary,2444955,M
16646,0,no,no,154,1,unknown,0,287,48,services,married,secondary,3234571,F
16647,0,yes,no,60,1,unknown,0,362,34,management,married,tertiary,3035391,M
16648,280,yes,no,363,2,unknown,0,224,34,management,married,tertiary,4345793,M
16649,403,no,no,151,2,unknown,0,284,36,admin.,married,secondary,4799222,F
16650,0,no,no,335,1,unknown,0,466,52,management,divorced,tertiary,2433234,M
16651,1,no,no,86,11,unknown,0,414,28,management,single,tertiary,1616752,M
16652,921,no,no,188,1,unknown,0,285,51,self-employed,married,secondary,3744277,F
16653,1234,yes,no,185,6,unknown,0,391,34,technician,married,secondary,4166190,M
16654,1670,no,yes,171,1,unknown,0,439,45,blue-collar,married,primary,2021045,M
16655,162,yes,no,203,1,unknown,0,270,27,technician,divorced,secondary,2904258,F
16656,0,yes,yes,84,1,unknown,0,334,56,technician,married,primary,1861690,F
16657,258,yes,no,134,1,unknown,0,450,28,blue-collar,married,secondary,3758269,M
16658,117,no,yes,164,2,unknown,0,133,52,blue-collar,married,primary,3789806,M
16659,218,yes,no,128,2,unknown,0,131,35,blue-collar,married,secondary,1921545,M
16660,251,yes,yes,15,3,unknown,0,437,34,blue-collar,married,primary,1669204,M
16661,187,yes,yes,386,2,unknown,0,383,29,admin.,married,secondary,4643712,F
16662,3131,yes,no,401,1,unknown,0,109,40,blue-collar,married,secondary,2124893,M
16663,4,yes,no,155,1,unknown,0,304,35,technician,single,tertiary,1173242,M
16664,0,yes,no,137,1,unknown,0,306,45,blue-collar,married,primary,4199137,F
16665,401,yes,no,200,1,unknown,0,342,32,technician,married,tertiary,4040201,F
16666,87,yes,no,225,1,unknown,0,251,26,entrepreneur,single,secondary,4722380,F
16667,346,yes,yes,379,1,unknown,0,378,33,technician,married,secondary,1947342,M
16668,1086,no,no,92,1,unknown,0,332,39,admin.,divorced,secondary,4967177,F
16669,945,yes,no,188,1,unknown,0,367,35,management,single,tertiary,3361075,F
16670,0,no,no,168,2,unknown,0,371,38,unemployed,married,secondary,957430,M
16671,0,yes,no,305,1,unknown,0,357,37,management,divorced,primary,3913667,F
16672,3383,yes,no,497,2,unknown,0,255,28,management,married,tertiary,3157184,M
16673,720,no,yes,643,1,unknown,1,155,41,blue-collar,married,secondary,4031358,M
16674,806,yes,yes,205,3,unknown,0,309,31,blue-collar,single,secondary,2444594,M
16675,26,no,yes,179,4,unknown,0,143,50,admin.,single,secondary,4046635,M
16676,3348,no,yes,504,2,unknown,0,374,44,blue-collar,married,secondary,1247233,F
16677,93,no,no,212,4,unknown,0,380,49,blue-collar,married,secondary,4743967,M
16678,0,yes,no,36,1,unknown,0,163,29,entrepreneur,married,tertiary,747182,M
16679,345,yes,no,39,2,unknown,0,236,40,services,married,secondary,2444214,F
16680,133,yes,no,576,2,unknown,0,323,37,technician,single,secondary,4721495,F
16681,86,yes,yes,92,2,unknown,0,191,49,services,married,secondary,230820,M
16682,959,no,yes,240,5,unknown,0,330,51,blue-collar,married,primary,2074329,M
16683,945,yes,yes,181,1,unknown,0,479,34,technician,married,secondary,4336573,F
16684,103,yes,yes,147,1,unknown,0,496,34,technician,single,secondary,3165815,M
16685,2502,yes,no,604,1,unknown,0,228,32,blue-collar,married,secondary,1846062,M
16686,3383,yes,no,193,7,unknown,0,291,52,blue-collar,married,secondary,3138225,M
16687,0,yes,no,140,2,unknown,0,445,54,management,married,tertiary,1831127,F
16688,1290,yes,no,211,1,unknown,0,215,35,blue-collar,married,secondary,4438104,F
16689,867,yes,no,120,1,unknown,0,198,59,blue-collar,divorced,primary,1200045,F
16690,1022,yes,no,408,1,unknown,0,350,29,management,married,tertiary,4560554,M
16691,3383,yes,no,169,1,unknown,0,337,31,technician,married,tertiary,3142387,M
16692,990,yes,no,643,2,unknown,1,100,33,management,divorced,tertiary,3706768,M
16693,1241,no,no,343,1,unknown,0,238,28,technician,single,secondary,3174127,M
16694,3,no,no,90,1,unknown,0,209,35,unemployed,married,primary,3218452,M
16695,27,yes,no,63,2,unknown,0,333,49,management,married,secondary,4537496,F
16696,1001,no,yes,178,2,unknown,0,447,35,technician,single,secondary,3806816,M
16697,124,yes,no,308,4,unknown,0,371,36,management,single,tertiary,2522679,M
16698,751,no,no,408,14,unknown,0,152,47,self-employed,married,tertiary,3994290,F
16699,1281,no,no,119,2,unknown,0,380,36,admin.,single,secondary,4841847,F
16700,751,yes,no,99,1,unknown,0,216,47,technician,married,secondary,3746962,F
16701,0,yes,yes,78,1,unknown,0,335,30,services,married,secondary,2444049,M
16702,981,yes,no,225,1,unknown,0,422,28,technician,single,secondary,3080542,M
16703,1679,yes,no,604,2,unknown,0,228,50,technician,divorced,tertiary,2729075,F
16704,0,yes,yes,250,1,unknown,0,264,35,blue-collar,married,secondary,478837,F
16705,0,yes,no,208,1,unknown,0,311,33,blue-collar,married,secondary,435565,F
16706,271,yes,yes,23,1,unknown,0,333,48,blue-collar,divorced,secondary,2487674,M
16707,1922,yes,no,247,2,unknown,0,477,56,housemaid,married,tertiary,2228895,F
16708,176,no,no,78,1,unknown,0,351,34,blue-collar,married,primary,2107966,F
16709,577,yes,yes,204,1,unknown,0,315,45,management,married,tertiary,2440468,M
16710,0,no,no,90,3,unknown,0,318,39,blue-collar,married,secondary,329210,M
16711,889,yes,no,539,1,unknown,0,241,34,management,married,tertiary,571114,M
16712,597,no,yes,643,1,unknown,0,437,32,management,single,tertiary,3224567,F
16713,428,yes,no,273,2,unknown,0,394,29,technician,single,secondary,3382137,M
16714,352,yes,no,107,2,unknown,0,437,37,admin.,married,secondary,2202899,M
16715,1292,yes,no,48,4,unknown,0,238,26,blue-collar,single,secondary,4866180,F
16716,2729,yes,no,218,2,unknown,0,318,27,management,married,tertiary,666579,F
16717,3383,no,yes,91,1,unknown,0,464,32,technician,divorced,secondary,2661925,M
16718,0,yes,no,229,2,unknown,0,446,43,unemployed,divorced,secondary,997144,M
16719,277,no,no,57,2,unknown,0,217,33,self-employed,married,tertiary,678060,M
16720,33,yes,no,624,2,unknown,0,477,51,management,married,primary,3728433,F
16721,2718,yes,no,304,2,unknown,0,380,45,blue-collar,married,secondary,899311,F
16722,2702,yes,no,129,2,unknown,0,149,30,admin.,single,secondary,4042714,M
16723,69,no,yes,643,2,unknown,0,439,38,technician,married,secondary,447448,F
16724,1747,yes,no,643,1,unknown,1,239,25,student,single,secondary,4925733,F
16725,602,yes,no,58,2,unknown,0,197,53,management,married,tertiary,4134466,F
16726,0,no,no,122,12,unknown,0,251,43,entrepreneur,married,secondary,3446501,M
16727,222,no,no,203,2,unknown,0,296,43,retired,married,primary,1037233,F
16728,59,yes,no,643,8,unknown,1,336,45,admin.,divorced,secondary,1581614,M
16729,201,yes,no,248,1,unknown,0,173,50,management,divorced,tertiary,1396255,F
16730,930,no,yes,149,2,unknown,0,457,33,services,married,secondary,276049,F
16731,64,yes,no,147,1,unknown,0,178,57,retired,married,primary,2437859,F
16732,16,yes,no,643,1,unknown,0,191,26,services,married,secondary,2436474,M
16733,3383,no,no,643,1,unknown,1,128,25,technician,single,secondary,4784373,M
16734,145,yes,no,72,5,unknown,0,254,46,management,divorced,secondary,922522,F
16735,985,no,no,28,4,unknown,0,110,30,management,single,secondary,2436396,M
16736,19,no,yes,185,1,unknown,0,292,36,services,married,secondary,2435460,M
16737,360,yes,yes,98,2,unknown,0,105,56,admin.,married,secondary,4104203,M
16738,701,yes,yes,148,1,unknown,0,280,50,technician,divorced,secondary,2434588,M
16739,2458,no,no,172,3,unknown,0,228,47,blue-collar,married,secondary,4594288,M
16740,7,no,no,150,5,unknown,0,422,52,entrepreneur,divorced,secondary,3091472,F
16741,3383,yes,no,51,2,unknown,0,343,50,housemaid,married,tertiary,834144,M
16742,3383,no,no,643,4,unknown,0,264,37,management,single,tertiary,3049123,M
16743,14,no,no,90,2,unknown,0,420,30,management,married,tertiary,4281242,F
16744,3383,no,no,643,1,unknown,0,386,58,services,married,secondary,4920790,M
16745,334,yes,no,575,4,unknown,0,275,39,blue-collar,married,secondary,3381713,F
16746,634,yes,no,256,2,unknown,0,384,42,blue-collar,married,secondary,2589118,M
16747,268,yes,yes,643,1,unknown,0,419,36,management,married,tertiary,1711962,F
16748,350,yes,no,230,2,unknown,0,261,39,entrepreneur,married,tertiary,551069,F
16749,134,yes,no,81,3,unknown,0,464,52,blue-collar,married,primary,3239835,M
16750,59,yes,yes,56,1,unknown,0,106,37,blue-collar,married,secondary,2434476,F
16751,169,yes,no,245,2,unknown,0,276,28,technician,married,secondary,1583075,F
16752,214,yes,yes,332,3,unknown,0,174,28,blue-collar,married,secondary,1875938,M
16753,0,yes,no,151,2,unknown,0,169,32,admin.,married,secondary,655016,M
16754,78,yes,no,132,1,unknown,0,177,30,admin.,divorced,secondary,4466613,F
16755,39,yes,yes,147,3,unknown,0,498,49,technician,divorced,secondary,2434347,F
16756,5,yes,no,643,1,unknown,0,165,43,management,married,secondary,2432014,M
16757,3331,yes,no,43,3,unknown,0,442,59,technician,divorced,tertiary,4080621,M
16758,223,no,no,643,1,unknown,0,119,29,blue-collar,single,secondary,1941190,F
16759,658,yes,no,267,1,unknown,0,142,29,blue-collar,married,secondary,3711742,F
16760,674,no,no,643,2,unknown,0,103,25,blue-collar,single,secondary,1876568,F
16761,0,yes,no,362,1,unknown,0,332,31,services,single,secondary,746569,M
16762,33,yes,no,643,2,unknown,1,371,31,blue-collar,married,primary,3080925,M
16763,156,yes,no,129,2,unknown,0,372,32,blue-collar,divorced,primary,2432312,M
16764,3383,yes,no,314,2,unknown,0,416,46,entrepreneur,married,primary,2752216,F
16765,224,yes,no,79,3,unknown,0,122,30,services,married,primary,2430724,M
16766,506,no,no,134,1,unknown,0,446,47,blue-collar,divorced,secondary,4313617,M
16767,401,yes,no,217,9,unknown,0,175,42,management,divorced,tertiary,1689330,M
16768,2717,yes,yes,559,2,unknown,0,152,41,blue-collar,married,secondary,3534561,M
16769,162,yes,no,141,11,unknown,0,272,31,technician,married,tertiary,1383132,M
16770,2253,yes,no,135,1,unknown,0,374,53,housemaid,divorced,primary,4256177,M
16771,6,yes,no,126,6,unknown,0,350,57,entrepreneur,married,primary,3635200,F
16772,0,yes,no,101,14,unknown,0,172,60,technician,married,secondary,2350266,F
16773,272,yes,no,62,1,unknown,0,253,38,management,married,tertiary,2989752,M
16774,595,no,no,464,1,unknown,0,420,48,blue-collar,married,primary,3582767,M
16775,445,yes,no,631,1,unknown,0,322,40,technician,single,tertiary,1425223,M
16776,63,yes,no,203,1,unknown,0,357,39,management,married,tertiary,2951142,M
16777,12,yes,no,306,1,unknown,0,192,31,admin.,married,secondary,2383177,M
16778,640,no,no,318,1,unknown,0,493,33,admin.,married,tertiary,3273331,M
16779,0,yes,no,643,1,unknown,0,102,35,services,married,secondary,1184720,M
16780,3096,yes,no,273,6,unknown,0,324,41,management,married,secondary,4408928,M
16781,7,yes,no,643,1,unknown,0,307,33,management,married,tertiary,4082078,F
16782,3382,no,no,643,5,unknown,0,248,26,technician,single,secondary,1378732,F
16783,291,no,no,286,5,unknown,0,162,61,retired,divorced,secondary,4819408,M
16784,347,yes,no,643,6,unknown,0,492,34,technician,single,secondary,1949915,F
16785,3226,yes,yes,226,3,unknown,0,123,37,admin.,married,secondary,2726663,M
16786,203,yes,no,328,1,unknown,0,373,40,technician,married,secondary,1008032,M
16787,1335,yes,no,448,1,unknown,0,430,54,admin.,married,secondary,2431130,M
16788,229,yes,no,213,10,unknown,0,332,40,housemaid,married,primary,3313033,M
16789,71,yes,yes,258,2,unknown,0,429,46,management,married,tertiary,2428577,M
16790,1544,no,yes,82,3,unknown,0,251,54,entrepreneur,married,tertiary,3878146,F
16791,30,yes,no,254,2,unknown,0,313,25,entrepreneur,married,tertiary,4454638,M
16792,224,yes,no,180,4,unknown,0,288,57,management,married,tertiary,2608444,M
16793,669,yes,no,367,2,unknown,0,429,25,housemaid,married,primary,3926133,M
16794,1565,yes,no,643,3,unknown,0,246,51,management,single,tertiary,2969452,F
16795,169,no,yes,172,5,unknown,0,258,43,housemaid,married,primary,531283,F
16796,1034,no,yes,643,4,unknown,0,438,45,management,married,tertiary,510084,M
16797,757,yes,yes,144,3,unknown,0,273,45,admin.,single,secondary,3036648,M
16798,290,no,yes,303,3,unknown,0,459,53,self-employed,married,tertiary,1601608,M
16799,1430,yes,no,120,11,unknown,0,256,47,technician,married,tertiary,332538,F
16800,658,yes,no,236,2,unknown,0,492,44,blue-collar,married,primary,2191848,M
16801,0,yes,no,149,2,unknown,0,136,42,blue-collar,married,secondary,2693994,F
16802,434,yes,no,553,6,unknown,0,196,39,services,divorced,secondary,2121515,M
16803,0,yes,no,90,6,unknown,0,169,35,blue-collar,married,primary,746308,F
16804,791,yes,no,268,2,unknown,0,255,33,technician,divorced,secondary,725948,M
16805,1103,yes,no,643,2,unknown,0,132,45,blue-collar,married,secondary,2150142,M
16806,471,yes,yes,136,2,unknown,0,141,27,technician,single,secondary,4475339,M
16807,0,yes,no,209,2,unknown,0,405,30,admin.,married,tertiary,2659332,M
16808,191,yes,no,643,5,unknown,0,198,40,self-employed,married,tertiary,2602277,M
16809,0,yes,no,643,2,unknown,0,426,57,management,married,secondary,2096671,M
16810,199,no,no,139,6,unknown,0,154,26,services,married,secondary,1043091,M
16811,340,yes,no,643,2,unknown,1,194,28,services,single,secondary,600849,M
16812,148,no,yes,42,3,unknown,0,325,54,management,married,tertiary,4289711,M
16813,305,no,no,367,2,unknown,1,450,49,technician,divorced,secondary,335471,F
16814,54,no,no,513,3,unknown,0,104,50,blue-collar,divorced,secondary,2428409,F
16815,0,yes,no,347,5,unknown,0,176,37,housemaid,married,primary,683367,F
16816,2032,yes,no,643,4,unknown,0,316,42,management,single,tertiary,3725061,M
16817,100,yes,no,153,2,unknown,0,403,41,admin.,single,secondary,944457,M
16818,34,yes,no,96,3,unknown,0,110,43,technician,married,secondary,2811230,M
16819,66,no,yes,626,5,unknown,0,434,39,blue-collar,married,secondary,2427639,F
16820,122,no,no,123,5,unknown,0,110,33,entrepreneur,married,secondary,2423141,M
16821,880,no,yes,77,3,unknown,0,412,35,entrepreneur,single,tertiary,2422863,F
16822,2555,no,yes,263,2,unknown,0,296,49,management,single,tertiary,3574531,M
16823,0,yes,yes,226,6,unknown,0,477,37,entrepreneur,married,tertiary,4262036,M
16824,62,no,yes,577,3,unknown,0,343,32,management,single,tertiary,4607834,M
16825,0,no,no,393,3,unknown,0,350,59,blue-collar,married,secondary,683079,M
16826,3383,yes,no,643,4,unknown,0,360,32,services,divorced,secondary,3110088,M
16827,3383,yes,no,633,7,unknown,0,313,34,blue-collar,married,secondary,923474,M
16828,1514,no,yes,568,3,unknown,0,273,37,entrepreneur,married,tertiary,2722798,M
16829,2,no,no,237,2,unknown,0,240,47,services,married,secondary,768830,F
16830,434,no,yes,180,19,unknown,0,439,45,admin.,married,secondary,484959,F
16831,787,yes,no,257,2,unknown,0,349,29,blue-collar,married,primary,466939,M
16832,1838,yes,yes,242,4,unknown,0,403,41,services,divorced,secondary,953231,F
16833,2409,yes,no,533,2,unknown,0,186,48,services,married,secondary,2138860,M
16834,61,no,no,286,4,unknown,0,484,33,admin.,single,secondary,1531335,M
16835,411,yes,no,212,3,unknown,0,392,42,technician,single,tertiary,2417769,M
16836,0,yes,no,81,2,unknown,0,263,44,management,married,tertiary,1962838,M
16837,415,no,no,92,2,unknown,0,465,26,technician,married,secondary,4997425,F
16838,1272,yes,no,342,2,unknown,0,181,25,management,single,secondary,3239278,M
16839,0,yes,no,552,16,unknown,0,313,41,entrepreneur,married,tertiary,2449432,M
16840,121,yes,no,241,2,unknown,0,347,52,admin.,divorced,secondary,2440962,M
16841,0,yes,no,458,9,unknown,1,252,25,services,married,secondary,3191290,M
16842,497,yes,no,643,6,unknown,1,344,28,unemployed,single,tertiary,4460167,M
16843,0,yes,no,42,3,unknown,0,124,49,housemaid,married,primary,3041853,M
16844,728,yes,no,130,2,unknown,0,384,55,blue-collar,married,secondary,1247587,M
16845,38,yes,no,197,6,unknown,0,207,43,management,divorced,tertiary,2136598,F
16846,0,yes,no,52,3,unknown,0,403,34,technician,married,tertiary,3627713,M
16847,276,no,yes,441,12,unknown,0,467,39,blue-collar,married,secondary,2894306,F
16848,64,no,yes,263,6,unknown,0,495,48,management,divorced,tertiary,599372,M
16849,149,no,yes,41,6,unknown,0,398,55,management,married,tertiary,391126,F
16850,25,no,yes,115,3,unknown,0,467,45,retired,married,primary,3017781,M
16851,402,no,no,69,5,unknown,0,236,59,blue-collar,married,secondary,3022205,M
16852,619,yes,no,219,2,unknown,0,199,50,management,married,tertiary,4385361,M
16853,233,yes,no,179,2,unknown,0,485,49,blue-collar,married,secondary,254370,M
16854,0,no,no,72,3,unknown,0,357,35,technician,single,secondary,4090140,M
16855,1371,no,no,643,2,unknown,1,375,54,retired,married,secondary,2106872,M
16856,20,no,no,64,2,unknown,0,295,42,management,divorced,tertiary,1609805,M
16857,775,yes,no,210,2,unknown,0,424,34,management,married,tertiary,1163114,M
16858,2074,no,yes,203,2,unknown,0,189,27,blue-collar,single,secondary,4419729,F
16859,15,yes,no,133,7,unknown,0,151,28,housemaid,married,secondary,755092,F
16860,165,no,yes,643,10,unknown,0,270,49,blue-collar,married,secondary,3788019,M
16861,55,no,yes,154,2,unknown,0,488,56,management,divorced,tertiary,2373486,M
16862,0,no,yes,150,2,unknown,0,404,46,self-employed,married,secondary,625129,M
16863,10,yes,yes,13,9,unknown,0,497,31,entrepreneur,married,secondary,4093070,F
16864,1628,yes,no,643,2,unknown,1,112,28,technician,single,tertiary,1145928,M
16865,311,no,yes,114,12,unknown,0,236,38,services,married,secondary,764412,F
16866,19,no,no,186,2,unknown,0,104,47,management,married,tertiary,2438630,M
16867,2365,no,yes,159,4,unknown,0,152,59,management,married,tertiary,4877873,F
16868,380,yes,yes,102,2,unknown,0,412,34,services,divorced,secondary,2259567,M
16869,21,yes,no,65,4,unknown,0,371,38,entrepreneur,married,primary,3231991,M
16870,0,yes,yes,123,2,unknown,0,152,32,services,married,secondary,2413692,F
16871,372,yes,yes,643,2,unknown,1,123,27,technician,single,tertiary,1615204,F
16872,310,yes,no,43,7,unknown,0,188,33,services,single,secondary,3012561,M
16873,14,yes,no,320,3,unknown,0,101,36,services,single,secondary,1641841,M
16874,353,no,yes,171,2,unknown,0,229,56,management,married,secondary,4478346,M
16875,15,no,no,212,2,unknown,0,180,51,management,married,tertiary,2413302,F
16876,179,yes,no,111,2,unknown,0,470,30,technician,married,tertiary,3504884,M
16877,2,yes,no,174,10,unknown,0,252,39,services,married,secondary,4188570,F
16878,2642,yes,no,591,3,unknown,0,380,37,technician,single,tertiary,1570506,M
16879,156,yes,yes,602,5,unknown,0,437,25,services,single,secondary,3643894,F
16880,3383,yes,no,58,1,unknown,0,100,43,entrepreneur,married,tertiary,986549,F
16881,566,yes,no,643,2,unknown,1,310,49,blue-collar,single,primary,3502611,M
16882,0,yes,yes,190,2,unknown,0,390,27,technician,married,secondary,2292282,M
16883,3383,yes,no,337,2,unknown,0,345,39,entrepreneur,married,primary,2882517,M
16884,799,yes,no,295,1,unknown,0,439,28,technician,single,secondary,1415437,M
16885,343,yes,no,616,5,unknown,1,470,53,blue-collar,married,primary,773166,F
16886,137,no,yes,359,1,unknown,0,431,27,blue-collar,single,secondary,2930069,M
16887,3383,no,yes,106,2,unknown,0,393,37,management,married,tertiary,648930,M
16888,3383,yes,no,153,2,unknown,0,349,30,management,single,tertiary,3891017,M
16889,26,no,yes,110,1,unknown,0,376,32,technician,single,secondary,264499,M
16890,62,yes,yes,126,1,unknown,0,291,29,services,married,tertiary,2411889,F
16891,282,yes,yes,198,1,unknown,0,389,25,services,married,secondary,2409729,F
16892,2471,yes,yes,136,5,unknown,0,377,35,technician,single,secondary,3810356,M
16893,49,yes,no,173,8,unknown,0,290,32,blue-collar,married,secondary,2409095,F
16894,11,yes,no,294,1,unknown,0,119,35,services,single,secondary,4852136,M
16895,556,yes,no,305,1,unknown,0,248,50,admin.,divorced,secondary,3709620,M
16896,3107,yes,yes,310,1,unknown,0,443,32,management,married,tertiary,2876792,M
16897,941,no,yes,643,1,unknown,1,330,26,technician,single,secondary,3904820,M
16898,1080,no,yes,110,1,unknown,0,358,51,blue-collar,married,primary,4501621,M
16899,140,yes,yes,361,1,unknown,0,164,27,services,single,primary,4268351,M
16900,775,no,yes,643,1,unknown,1,407,37,services,married,secondary,4036543,M
16901,1759,no,yes,643,1,unknown,1,392,34,blue-collar,single,secondary,4818833,M
16902,2,yes,no,137,11,unknown,0,277,34,admin.,married,secondary,1633162,F
16903,254,yes,yes,335,1,unknown,0,280,26,self-employed,married,secondary,1491868,M
16904,3,yes,no,51,1,unknown,0,269,30,blue-collar,single,secondary,946729,M
16905,82,yes,no,643,1,unknown,1,314,33,admin.,married,secondary,3671940,F
16906,59,yes,no,57,5,unknown,0,147,50,technician,married,secondary,2659623,F
16907,1681,no,no,159,1,unknown,0,379,57,entrepreneur,married,tertiary,2877023,M
16908,525,no,yes,337,1,unknown,0,382,57,entrepreneur,married,secondary,2408284,M
16909,0,no,no,267,1,unknown,0,237,38,housemaid,married,primary,4448910,M
16910,41,yes,yes,643,1,unknown,0,123,27,technician,single,secondary,4345056,M
16911,3383,no,yes,282,2,unknown,0,479,27,technician,single,secondary,2063101,M
16912,368,no,no,168,1,unknown,0,135,25,services,single,secondary,3311759,M
16913,502,no,no,18,2,unknown,0,360,46,management,single,tertiary,524382,M
16914,237,yes,no,54,1,unknown,0,267,44,technician,single,primary,4176260,F
16915,3383,yes,no,172,1,unknown,0,157,30,unemployed,married,tertiary,1653591,F
16916,568,yes,no,256,1,unknown,0,482,34,blue-collar,married,secondary,1684712,F
16917,355,no,no,132,1,unknown,0,464,39,technician,married,secondary,1946464,F
16918,297,yes,no,218,1,unknown,0,258,30,blue-collar,single,secondary,224604,M
16919,723,yes,no,112,2,unknown,0,196,31,blue-collar,married,secondary,2408230,F
16920,1723,yes,no,643,1,unknown,1,342,35,management,divorced,tertiary,1148227,F
16921,3195,yes,yes,134,1,unknown,0,145,30,blue-collar,single,primary,1802869,F
16922,430,yes,no,137,16,unknown,0,220,31,management,married,tertiary,537002,M
16923,162,no,yes,324,1,unknown,0,343,29,self-employed,single,tertiary,647380,M
16924,488,yes,no,65,5,unknown,0,495,47,management,married,tertiary,2407605,M
16925,635,no,no,250,1,unknown,0,232,30,admin.,single,secondary,2405880,F
16926,3383,no,yes,643,3,unknown,0,186,53,management,married,tertiary,1573410,F
16927,3383,no,no,198,1,unknown,0,386,29,management,married,tertiary,3758362,M
16928,454,yes,no,241,1,unknown,0,103,50,blue-collar,married,primary,2403080,M
16929,74,yes,no,79,2,unknown,0,330,51,admin.,divorced,secondary,356173,F
16930,5,yes,no,112,2,unknown,0,276,42,blue-collar,married,primary,2017799,F
16931,0,yes,yes,86,4,unknown,0,127,35,management,married,tertiary,4492732,M
16932,280,yes,no,246,2,unknown,0,365,30,technician,married,secondary,2402699,F
16933,176,yes,no,50,1,unknown,0,396,32,admin.,married,tertiary,2907892,M
16934,144,no,yes,71,2,unknown,0,211,58,blue-collar,married,secondary,1702177,M
16935,60,no,yes,61,2,unknown,0,457,30,admin.,married,secondary,4833788,M
16936,1466,yes,no,40,1,unknown,0,336,28,management,single,tertiary,475439,F
16937,1,no,no,73,1,unknown,0,326,27,student,single,tertiary,2190731,M
16938,3383,yes,no,643,2,unknown,0,360,42,management,married,tertiary,2843611,F
16939,233,yes,no,175,1,unknown,0,398,26,technician,married,tertiary,858202,M
16940,554,no,yes,234,1,unknown,0,392,55,retired,married,secondary,1356247,M
16941,48,yes,yes,226,1,unknown,0,110,35,management,single,tertiary,4063907,M
16942,634,yes,no,227,1,unknown,0,369,45,management,married,tertiary,3813120,M
16943,54,yes,yes,214,1,unknown,0,376,49,technician,divorced,secondary,2401025,M
16944,142,yes,no,571,1,unknown,0,455,36,management,single,tertiary,3387557,F
16945,2959,yes,no,110,1,unknown,0,129,41,entrepreneur,married,secondary,2430696,M
16946,59,yes,no,246,1,unknown,0,215,25,blue-collar,married,secondary,2689589,F
16947,91,no,yes,113,3,unknown,0,297,33,management,married,primary,3803315,M
16948,3383,yes,no,63,1,unknown,0,143,31,services,single,tertiary,4792295,M
16949,57,yes,no,188,5,unknown,0,120,43,blue-collar,married,secondary,1049305,M
16950,395,no,no,174,3,unknown,0,417,31,services,married,secondary,4322421,F
16951,766,yes,no,59,15,unknown,0,349,45,management,married,tertiary,1302817,F
16952,79,yes,no,98,1,unknown,0,250,45,blue-collar,married,secondary,772728,F
16953,0,no,no,286,2,unknown,0,225,41,admin.,single,secondary,3636065,F
