balance,housing,loan,duration,campaign,poutcome,Term Deposit,Count_Txn,age,job,marital,education,Annual_Income,Gender
161,no,no,226,2,unknown,0,492,55,management,married,tertiary,3785908,F
268,no,no,47,4,unknown,0,463,34,technician,married,secondary,862611,F
3383,no,no,103,4,unknown,0,371,39,housemaid,married,primary,1203669,M
321,yes,no,156,2,unknown,0,119,32,technician,single,secondary,4058136,F
14,no,no,113,2,unknown,0,106,35,technician,single,secondary,2998461,F
657,no,no,147,2,unknown,0,410,53,management,married,tertiary,507121,F
9,no,no,386,4,unknown,1,282,36,management,married,tertiary,2163153,M
2950,no,no,45,2,unknown,0,182,54,retired,married,secondary,1663884,M
3383,no,no,121,2,unknown,0,338,33,technician,married,tertiary,4106166,F
462,no,no,116,2,unknown,0,292,55,technician,married,secondary,753525,M
5,no,no,126,2,unknown,0,480,30,entrepreneur,married,tertiary,1932075,F
3383,no,no,269,2,unknown,0,305,30,student,single,tertiary,4286821,M
115,no,no,82,2,unknown,0,277,60,retired,married,primary,4241009,M
348,no,no,71,2,unknown,0,163,33,management,divorced,tertiary,4306572,F
394,no,no,218,2,unknown,0,427,39,technician,married,secondary,3323404,M
2764,no,no,270,2,unknown,0,103,43,services,married,tertiary,3273965,F
112,no,yes,187,2,unknown,0,457,39,technician,married,secondary,2036680,F
319,yes,no,565,2,unknown,0,171,31,management,single,tertiary,2176234,M
3383,no,no,226,2,unknown,0,133,58,housemaid,divorced,primary,1830732,F
944,no,no,172,4,unknown,0,326,56,technician,married,secondary,4753236,M
2,no,no,239,4,unknown,0,361,35,technician,single,secondary,1844731,F
1410,no,no,71,2,unknown,0,329,45,technician,married,secondary,558895,F
3383,no,no,297,2,unknown,0,415,48,blue-collar,married,primary,2897594,F
2750,no,no,115,2,unknown,0,379,56,blue-collar,married,secondary,2748452,F
787,yes,no,72,2,unknown,0,113,32,management,divorced,tertiary,1769976,F
67,no,no,55,2,unknown,0,239,32,management,single,secondary,2709804,F
646,no,no,164,2,unknown,0,416,56,retired,married,secondary,4319019,M
1879,yes,no,88,4,unknown,0,345,44,technician,married,secondary,3130131,F
98,no,no,69,2,unknown,0,292,31,management,single,tertiary,2610472,M
3043,no,no,123,4,unknown,0,122,37,technician,married,secondary,1190020,M
405,no,no,138,3,unknown,0,494,46,technician,married,tertiary,2611882,F
1395,yes,no,243,4,unknown,0,176,45,technician,married,secondary,3378282,M
564,yes,no,166,2,unknown,0,147,30,technician,married,tertiary,3541917,F
174,yes,yes,82,2,unknown,0,432,27,admin.,married,tertiary,2432613,M
371,no,yes,102,8,unknown,0,451,60,management,married,tertiary,1628238,M
0,no,no,179,4,unknown,0,345,52,blue-collar,married,primary,3606424,F
0,no,no,108,2,unknown,0,387,36,management,single,tertiary,601969,M
44,no,no,187,2,unknown,0,335,30,technician,single,secondary,4150387,M
276,no,yes,121,4,unknown,0,118,39,technician,married,tertiary,2036454,M
2167,no,no,123,2,unknown,0,334,50,blue-collar,married,primary,815515,M
69,no,no,257,2,unknown,0,349,31,management,single,tertiary,2980062,M
340,no,no,90,4,unknown,0,454,37,management,single,tertiary,2246285,F
99,no,no,275,2,unknown,0,215,40,management,divorced,tertiary,3118537,M
644,no,no,99,2,unknown,0,491,33,management,married,tertiary,3435487,F
15,no,no,57,2,unknown,0,379,58,blue-collar,married,primary,1224741,M
0,no,no,101,5,unknown,0,170,30,management,single,secondary,637160,M
3383,no,no,72,4,unknown,0,292,34,management,married,tertiary,4020357,F
3383,no,no,104,4,unknown,0,120,59,retired,married,tertiary,2453320,F
756,no,no,210,3,unknown,0,414,55,technician,married,secondary,3825175,F
699,yes,no,213,4,unknown,0,384,30,technician,single,tertiary,2083851,M
131,yes,no,384,6,unknown,1,235,30,management,married,tertiary,840668,F
0,no,no,273,2,unknown,0,478,58,retired,married,secondary,1399249,M
3383,yes,no,95,2,unknown,0,182,32,management,single,tertiary,4191301,M
3383,no,no,70,2,unknown,0,225,31,technician,single,secondary,435137,M
235,no,no,71,2,unknown,0,388,50,blue-collar,married,secondary,4999311,M
1463,no,no,97,2,unknown,0,167,31,technician,single,tertiary,3632701,F
0,no,no,237,2,unknown,0,252,33,housemaid,married,primary,901668,M
370,no,no,116,2,unknown,0,479,34,technician,single,tertiary,710275,F
614,no,no,72,4,unknown,0,179,31,technician,single,tertiary,2114730,F
2421,no,no,170,4,unknown,0,219,46,self-employed,married,tertiary,3323144,F
2123,no,no,217,2,unknown,0,159,30,management,single,tertiary,4458540,M
361,yes,no,169,2,unknown,0,493,35,management,single,tertiary,3038277,F
112,no,no,97,2,unknown,0,140,49,services,married,secondary,4633149,M
0,no,no,79,6,unknown,0,162,45,blue-collar,married,primary,2814429,M
15,no,no,119,2,unknown,0,350,31,management,single,tertiary,3199355,F
272,no,no,86,2,unknown,0,276,35,technician,single,tertiary,3727907,M
500,yes,no,56,4,unknown,0,224,54,management,married,tertiary,1021023,F
3383,no,no,149,4,unknown,0,471,42,technician,married,secondary,4903919,F
1763,no,no,246,2,unknown,0,158,34,technician,single,secondary,3443704,M
0,no,no,155,2,unknown,0,479,43,management,single,tertiary,2431265,M
11,no,no,139,2,unknown,0,245,46,technician,divorced,secondary,2035783,M
159,no,no,160,2,unknown,0,430,43,technician,divorced,secondary,3248953,M
3383,no,no,356,2,unknown,0,396,47,blue-collar,married,primary,4417138,M
448,yes,no,135,2,unknown,0,155,31,management,single,tertiary,239706,M
3184,yes,no,135,2,unknown,0,186,32,technician,married,secondary,1594201,M
0,no,no,309,2,unknown,0,377,35,technician,married,secondary,2549740,F
942,no,no,53,4,unknown,0,214,46,self-employed,married,secondary,1600405,M
997,no,yes,250,4,unknown,0,431,59,retired,married,secondary,4726996,F
3383,no,no,545,2,unknown,1,356,30,management,single,tertiary,2534334,M
259,no,no,316,2,unknown,0,400,34,technician,divorced,secondary,2089826,F
1242,no,no,168,2,unknown,0,328,53,services,married,secondary,4180544,M
518,no,no,230,2,unknown,0,251,59,management,married,tertiary,4465609,F
209,no,no,72,2,unknown,0,181,46,blue-collar,married,secondary,2818416,M
1260,no,no,204,9,unknown,0,193,35,blue-collar,married,tertiary,2457045,M
1532,no,no,61,2,unknown,0,189,43,technician,divorced,secondary,841514,F
1780,no,no,52,4,unknown,0,281,45,technician,married,tertiary,812519,F
2,no,no,242,2,unknown,0,183,36,management,married,tertiary,2034875,F
54,no,no,194,2,unknown,0,278,30,technician,single,secondary,3916428,F
292,yes,no,111,2,unknown,0,459,34,management,single,tertiary,2033213,M
209,no,yes,90,2,unknown,0,301,42,housemaid,married,primary,2032390,M
1210,no,no,231,2,unknown,0,206,60,retired,married,secondary,1816366,M
3383,no,no,126,4,unknown,0,125,52,blue-collar,married,primary,1838406,F
2388,no,no,317,2,unknown,0,146,45,blue-collar,married,primary,3012946,M
3383,no,no,285,2,unknown,0,474,33,technician,married,secondary,3627748,F
1148,yes,no,105,2,unknown,0,121,40,management,divorced,secondary,4616739,M
214,no,no,228,2,unknown,0,314,41,technician,single,secondary,727439,M
901,no,no,76,2,unknown,0,338,33,management,married,tertiary,1918049,F
1569,no,no,149,2,unknown,0,115,34,technician,married,secondary,3523095,M
0,no,no,331,2,unknown,0,399,34,management,married,tertiary,3564798,M
246,no,no,86,2,unknown,0,248,39,management,married,tertiary,1600174,M
1804,no,no,80,2,unknown,0,220,46,admin.,married,secondary,1623851,F
3383,yes,no,209,2,unknown,0,176,43,technician,married,secondary,533886,F
1120,no,no,643,2,unknown,1,264,33,management,single,tertiary,1827852,M
2785,no,no,610,4,unknown,1,258,57,housemaid,married,primary,1534265,F
834,no,no,144,2,unknown,0,200,32,housemaid,married,tertiary,2214045,M
3194,no,no,140,2,unknown,0,218,31,technician,single,tertiary,2295041,M
671,no,no,96,2,unknown,0,416,30,technician,married,secondary,486778,M
159,no,yes,139,4,unknown,0,498,46,technician,married,secondary,2131414,F
3383,no,no,51,4,unknown,0,380,49,self-employed,married,tertiary,4069451,F
2190,no,no,601,2,unknown,0,250,60,management,single,tertiary,1215578,F
240,no,no,152,6,unknown,0,487,60,retired,married,secondary,2032081,M
0,no,no,643,7,unknown,1,340,33,management,single,tertiary,1885959,M
344,yes,yes,255,15,unknown,0,374,32,admin.,married,secondary,3513672,F
416,no,no,591,4,unknown,0,163,35,technician,married,tertiary,2862080,M
754,no,no,225,4,unknown,0,206,59,blue-collar,married,primary,936222,F
1045,no,no,65,4,unknown,0,477,30,technician,married,tertiary,4732196,F
3383,no,no,53,5,unknown,0,376,47,blue-collar,married,primary,4845907,M
1869,no,no,102,4,unknown,0,300,53,housemaid,married,primary,1445300,M
3383,yes,no,389,4,unknown,0,154,41,technician,divorced,tertiary,3114812,M
751,no,no,176,4,unknown,0,392,45,blue-collar,married,secondary,1144302,M
43,no,no,643,4,unknown,1,436,35,management,married,tertiary,3566261,M
1364,no,no,104,4,unknown,0,114,32,unemployed,married,tertiary,1225590,F
1666,no,no,36,4,unknown,0,201,34,management,married,tertiary,4354727,F
172,no,no,247,4,unknown,0,400,60,retired,married,primary,4890430,M
113,no,no,104,13,unknown,0,304,48,blue-collar,married,secondary,302699,M
3383,yes,no,55,5,unknown,0,302,41,management,divorced,tertiary,1324517,M
3096,yes,no,272,4,unknown,0,272,30,technician,single,secondary,2809245,F
116,no,no,643,4,unknown,0,122,40,housemaid,married,secondary,357715,M
801,no,no,331,7,unknown,0,275,37,admin.,married,tertiary,4374226,M
540,no,no,79,4,unknown,0,387,33,management,married,tertiary,303861,M
548,no,no,108,4,unknown,0,445,45,technician,married,tertiary,1831803,M
1780,no,no,111,2,unknown,0,357,56,housemaid,married,secondary,1161728,F
379,no,no,83,6,unknown,0,210,46,management,single,tertiary,2237936,M
8,no,no,79,6,unknown,0,269,46,blue-collar,married,secondary,307156,M
0,no,no,177,2,unknown,0,180,51,technician,divorced,secondary,1160511,M
3383,no,no,146,2,unknown,0,331,36,management,single,tertiary,3154463,M
752,yes,no,104,4,unknown,0,134,33,management,married,tertiary,2073148,F
917,no,no,165,6,unknown,0,377,49,technician,divorced,tertiary,3120458,M
223,no,yes,103,6,unknown,0,371,34,entrepreneur,married,secondary,1103184,F
370,yes,no,145,4,unknown,0,166,33,technician,divorced,secondary,3468428,M
856,no,no,194,6,unknown,0,156,57,blue-collar,married,primary,436369,F
0,no,no,68,4,unknown,0,253,34,technician,married,tertiary,4878988,M
578,no,no,189,2,unknown,0,273,55,housemaid,married,primary,285017,M
3383,yes,no,643,2,unknown,1,128,39,management,married,secondary,3566288,M
1980,no,no,185,2,unknown,0,242,59,retired,married,secondary,2745380,M
300,no,no,163,2,unknown,0,308,32,technician,single,tertiary,569732,M
0,no,no,608,2,unknown,1,375,53,management,married,tertiary,2119224,M
741,no,no,214,2,unknown,0,142,36,management,single,tertiary,4827785,F
416,no,no,33,2,unknown,0,479,31,management,divorced,tertiary,380594,F
256,no,no,105,2,unknown,0,390,46,technician,divorced,secondary,3593610,F
889,no,no,121,2,unknown,0,238,58,management,married,tertiary,2908273,M
1,no,no,80,10,unknown,0,428,50,services,married,secondary,1995157,F
2703,no,no,211,6,unknown,0,442,46,services,married,secondary,2690640,F
0,no,no,566,2,unknown,0,292,58,retired,married,primary,1516855,M
498,no,no,182,2,unknown,0,497,31,management,single,tertiary,3305525,M
653,no,no,317,2,unknown,0,259,49,services,married,secondary,410981,F
2960,no,no,370,4,unknown,0,245,30,management,married,tertiary,3980629,F
24,yes,yes,232,4,unknown,0,428,37,management,single,secondary,2918883,M
108,no,no,120,4,unknown,0,235,59,services,married,secondary,456919,M
3383,yes,no,134,4,unknown,0,369,43,technician,married,secondary,3263348,M
410,no,no,63,6,unknown,0,124,38,technician,divorced,secondary,1894795,F
149,yes,no,103,15,unknown,0,155,55,technician,single,secondary,4330169,M
725,no,no,69,4,unknown,0,401,30,management,single,tertiary,4542095,F
215,no,no,643,4,unknown,1,471,39,management,married,secondary,401376,M
299,no,no,378,4,unknown,0,131,33,management,married,tertiary,4844504,M
794,no,no,135,6,unknown,0,222,48,blue-collar,married,secondary,2484294,F
456,yes,no,643,4,unknown,1,313,41,management,married,secondary,1016434,M
134,no,yes,153,4,unknown,0,454,41,technician,single,secondary,4511073,M
217,no,no,121,5,unknown,0,438,53,self-employed,married,tertiary,301463,M
1127,no,no,133,6,unknown,0,130,47,technician,married,tertiary,1620567,M
1512,no,no,262,4,unknown,0,226,55,blue-collar,married,primary,2607821,M
2018,no,no,643,1,unknown,1,101,32,management,single,secondary,1979679,M
28,no,yes,149,2,unknown,0,348,36,housemaid,single,secondary,2343851,F
999,no,no,382,3,unknown,0,455,32,technician,married,secondary,1434874,F
32,yes,no,55,4,unknown,0,450,40,technician,married,secondary,2170185,M
421,no,no,383,3,unknown,0,164,34,management,single,tertiary,2423173,F
681,yes,yes,280,3,unknown,0,241,37,technician,married,tertiary,2029560,M
1273,no,no,93,2,unknown,0,127,34,management,married,tertiary,3364346,M
713,yes,no,76,7,unknown,0,444,32,management,married,tertiary,1052241,M
569,no,no,121,3,unknown,0,289,35,management,married,tertiary,2161541,M
982,no,no,176,3,unknown,0,177,38,self-employed,single,tertiary,2047088,F
0,no,no,187,4,unknown,0,366,37,management,married,tertiary,2692714,F
112,no,yes,246,3,unknown,0,307,53,management,divorced,secondary,2001775,M
3383,no,no,107,1,unknown,0,353,57,retired,married,secondary,2266085,M
353,no,no,132,1,unknown,0,460,48,technician,divorced,secondary,3591369,M
22,no,no,109,1,unknown,0,325,35,technician,married,tertiary,2578660,M
1191,no,no,381,4,unknown,0,125,30,management,single,tertiary,2781154,M
3383,no,no,445,1,unknown,0,329,31,management,married,tertiary,2826584,M
3383,no,no,129,1,unknown,0,330,40,technician,married,secondary,3783917,M
206,no,no,71,3,unknown,0,396,47,services,married,primary,3368418,F
289,yes,no,80,10,unknown,0,411,35,technician,married,secondary,4186581,M
0,no,no,643,1,unknown,1,435,31,management,married,secondary,1854988,F
1980,yes,yes,227,1,unknown,0,167,35,management,single,tertiary,2027846,M
2784,no,no,161,1,unknown,0,220,30,technician,single,tertiary,2842582,M
187,no,no,64,1,unknown,0,472,42,management,married,tertiary,656786,F
741,yes,no,238,1,unknown,0,191,32,technician,single,tertiary,3073502,F
111,yes,no,173,1,unknown,0,398,45,admin.,married,secondary,2640286,M
1166,no,no,90,3,unknown,0,406,33,technician,married,secondary,2512982,F
914,no,no,139,8,unknown,0,435,59,blue-collar,married,primary,2773033,F
2672,yes,no,549,1,unknown,0,170,37,management,married,tertiary,273612,M
271,yes,no,265,4,unknown,0,168,40,self-employed,married,tertiary,4756798,M
1100,yes,yes,67,1,unknown,0,386,32,technician,single,tertiary,3349478,M
1086,no,no,379,3,unknown,0,296,32,management,married,tertiary,2150622,F
3383,yes,no,126,2,unknown,0,225,51,technician,single,secondary,2456225,F
204,yes,yes,429,7,unknown,0,494,31,blue-collar,married,secondary,2026230,F
2586,no,no,117,3,unknown,0,152,33,technician,married,tertiary,1297168,M
4,no,no,643,1,unknown,1,190,37,technician,single,secondary,1275194,M
13,no,no,77,1,unknown,0,226,59,retired,married,primary,2024708,M
1208,no,no,221,3,unknown,0,322,32,management,married,tertiary,3121126,F
3383,no,no,149,2,unknown,0,310,30,technician,single,tertiary,3130223,M
3,no,no,148,3,unknown,0,229,38,technician,married,tertiary,2024508,F
3383,no,no,149,3,unknown,0,339,52,admin.,married,secondary,2786063,M
3383,no,no,80,3,unknown,0,431,32,housemaid,married,secondary,320616,F
825,yes,no,214,5,unknown,0,361,37,management,married,tertiary,3575011,F
3383,no,no,248,3,unknown,0,401,34,technician,single,secondary,3462097,M
3383,no,no,132,5,unknown,0,258,30,management,single,tertiary,3811469,M
443,no,no,240,5,unknown,0,288,33,technician,single,tertiary,801063,M
543,no,no,385,3,unknown,0,368,32,technician,single,tertiary,1501853,F
1882,yes,no,249,5,unknown,0,285,30,management,married,tertiary,2603660,M
223,no,no,200,4,unknown,0,204,43,unemployed,married,secondary,4882937,M
2,no,yes,104,4,unknown,0,435,31,technician,single,secondary,1313497,F
2411,yes,no,124,7,unknown,0,255,43,management,married,secondary,2034133,F
3383,no,no,117,3,unknown,0,192,31,management,married,tertiary,2394809,F
762,no,no,312,3,unknown,0,304,31,self-employed,single,secondary,679226,M
24,no,no,271,3,unknown,0,366,47,services,married,secondary,1083245,M
3383,no,no,157,3,unknown,0,164,49,management,married,tertiary,1490183,M
1434,no,no,643,3,unknown,0,150,32,management,single,tertiary,4327947,F
290,no,no,485,5,unknown,0,207,30,technician,single,tertiary,3898127,M
476,no,no,67,7,unknown,0,278,56,services,divorced,secondary,1155273,F
478,no,no,108,5,unknown,0,273,59,technician,married,secondary,1002176,M
71,yes,no,293,5,unknown,0,187,47,retired,married,secondary,2022894,M
3383,no,no,345,3,unknown,0,309,30,technician,married,tertiary,1056121,F
0,no,no,72,5,unknown,0,132,50,blue-collar,married,primary,2302115,M
1161,no,no,101,5,unknown,0,238,42,management,married,tertiary,2177253,M
2639,no,no,304,4,unknown,0,338,53,self-employed,married,primary,4031137,M
541,no,no,643,3,unknown,1,437,51,blue-collar,married,primary,4282999,F
8,no,no,95,4,unknown,0,187,43,management,married,tertiary,3246554,F
487,no,yes,258,3,unknown,0,137,36,technician,divorced,secondary,3862813,M
30,no,no,133,5,unknown,0,451,31,technician,married,secondary,1282481,F
1785,no,no,339,3,unknown,0,258,55,blue-collar,married,secondary,3379982,M
519,no,no,57,3,unknown,0,423,34,management,married,tertiary,1546145,M
3383,yes,yes,209,2,unknown,0,124,37,technician,married,secondary,4696959,M
3383,no,no,94,3,unknown,0,129,40,management,divorced,tertiary,1728060,M
0,no,no,643,5,unknown,1,352,41,management,married,tertiary,2497112,M
1296,no,no,643,11,unknown,0,355,59,retired,married,tertiary,2721993,F
2120,no,no,236,3,unknown,0,295,55,services,married,secondary,1074009,M
3383,no,no,230,3,unknown,0,429,39,technician,married,secondary,4472524,F
354,no,no,444,3,unknown,1,386,35,technician,single,secondary,3460867,M
3383,no,no,239,3,unknown,0,377,59,retired,married,secondary,3510968,M
719,no,yes,418,5,unknown,1,419,48,blue-collar,married,primary,507549,F
0,yes,no,249,5,unknown,0,319,46,technician,divorced,tertiary,820319,M
111,no,no,277,3,unknown,0,148,50,self-employed,married,secondary,3373406,F
3383,yes,no,643,9,unknown,0,396,38,services,single,secondary,2773108,F
3383,no,no,231,5,unknown,0,484,57,blue-collar,married,secondary,3332294,F
863,no,no,481,2,unknown,0,349,35,management,single,tertiary,385762,F
451,no,yes,277,5,unknown,0,305,53,retired,divorced,secondary,1445746,F
1054,no,no,101,3,unknown,0,391,34,management,married,tertiary,1594797,F
12,no,no,295,3,unknown,0,394,44,technician,divorced,secondary,1974338,M
3383,yes,no,247,1,unknown,0,249,30,technician,single,secondary,3715392,M
1301,no,no,164,1,unknown,0,325,53,blue-collar,married,primary,1287948,M
11,no,no,270,1,unknown,0,385,58,retired,married,secondary,4089154,F
828,no,yes,643,3,unknown,1,229,34,management,married,tertiary,1898885,F
267,no,no,220,1,unknown,0,277,38,technician,married,tertiary,2021882,M
2657,yes,no,159,3,unknown,0,240,34,management,married,tertiary,3147711,F
3383,yes,no,217,1,unknown,0,194,33,management,single,tertiary,437439,F
412,yes,yes,40,5,unknown,0,173,50,management,married,tertiary,4630751,M
3383,no,no,179,4,unknown,0,324,56,blue-collar,married,secondary,1368751,M
433,no,no,643,2,unknown,0,234,31,technician,single,secondary,1377313,M
1859,no,no,85,5,unknown,0,240,50,management,married,tertiary,4169882,M
3383,no,no,48,9,unknown,0,183,45,blue-collar,married,primary,3349246,F
1039,no,no,342,3,unknown,0,482,34,technician,single,tertiary,4215898,F
335,no,no,566,7,unknown,0,456,33,blue-collar,married,secondary,4361609,M
989,no,no,356,1,unknown,0,190,52,technician,married,secondary,2217054,M
715,no,no,159,1,unknown,0,241,32,management,single,tertiary,4817532,M
0,no,no,643,1,unknown,0,424,44,management,married,tertiary,2021554,M
2787,no,no,479,1,unknown,1,271,47,blue-collar,married,secondary,411318,M
1716,yes,no,226,8,unknown,0,400,40,technician,married,secondary,4071295,M
636,no,no,91,4,unknown,0,140,59,admin.,divorced,secondary,1135644,M
115,no,no,154,2,unknown,0,395,30,management,single,tertiary,3101120,M
3362,no,no,101,2,unknown,0,193,30,housemaid,single,tertiary,4480468,M
3383,no,no,509,2,unknown,0,492,50,technician,divorced,secondary,2157343,M
1568,no,no,161,6,unknown,0,176,32,technician,married,secondary,4547533,F
2551,no,no,643,2,unknown,1,399,46,unemployed,married,secondary,2479302,F
948,no,no,204,2,unknown,0,164,32,management,divorced,tertiary,3025712,F
37,no,no,64,9,unknown,0,207,59,management,married,tertiary,3542687,M
2722,no,no,506,2,unknown,1,297,60,retired,married,secondary,4545824,F
12,no,yes,80,8,unknown,0,413,57,retired,married,primary,2019909,M
764,no,no,219,4,unknown,0,172,58,retired,married,secondary,893455,M
52,no,no,96,2,unknown,0,259,39,technician,married,secondary,3967954,M
826,yes,no,246,2,unknown,0,387,31,technician,single,secondary,4002243,M
171,no,no,92,2,unknown,0,160,36,management,married,tertiary,2773495,F
2395,no,no,150,2,unknown,0,331,56,blue-collar,married,secondary,458723,M
1535,no,no,359,2,unknown,0,371,51,admin.,married,secondary,4872174,F
685,no,no,72,2,unknown,0,476,33,management,married,tertiary,1776850,M
482,no,no,138,2,unknown,0,194,35,technician,married,secondary,783331,F
113,yes,yes,614,2,unknown,0,490,56,retired,married,secondary,2014989,F
4,no,no,327,2,unknown,0,404,44,self-employed,married,primary,3212518,F
1280,no,yes,144,2,unknown,0,412,49,blue-collar,divorced,primary,3179443,M
0,no,no,56,2,unknown,0,250,44,technician,divorced,secondary,1198002,M
3020,no,no,106,2,unknown,0,416,54,management,married,tertiary,4348858,M
336,no,no,75,2,unknown,0,347,33,management,divorced,tertiary,2012141,F
30,no,no,348,2,unknown,0,138,31,management,single,tertiary,3931377,F
0,no,no,132,2,unknown,0,246,37,management,married,secondary,2319685,M
855,yes,yes,191,2,unknown,0,462,33,management,married,tertiary,2046496,F
646,no,no,99,2,unknown,0,455,30,management,married,tertiary,1808799,F
1103,no,no,428,2,unknown,0,281,49,self-employed,married,secondary,4750109,M
123,no,no,82,2,unknown,0,434,31,management,single,tertiary,2986365,M
980,no,no,172,2,unknown,0,278,33,technician,married,tertiary,4362865,M
3383,yes,no,127,2,unknown,0,378,48,management,single,tertiary,2541715,F
1880,no,no,643,2,unknown,1,224,39,management,married,secondary,3769953,F
317,no,no,72,2,unknown,0,487,30,management,divorced,tertiary,4200036,M
880,no,yes,185,2,unknown,0,463,46,entrepreneur,married,secondary,2011318,F
297,no,yes,140,2,unknown,0,400,41,technician,single,secondary,3313552,F
2112,no,no,643,2,unknown,1,113,57,blue-collar,married,primary,1201376,M
300,no,no,76,2,unknown,0,419,49,admin.,married,secondary,3785696,M
212,no,no,81,4,unknown,0,110,54,housemaid,married,primary,1876829,M
0,no,no,91,2,unknown,0,176,30,housemaid,married,secondary,2845467,M
573,no,no,138,2,unknown,0,221,31,management,single,tertiary,494540,M
220,no,yes,111,2,unknown,0,222,30,management,single,tertiary,3573036,F
100,no,no,120,2,unknown,0,327,35,management,married,tertiary,1496736,M
1383,no,no,143,2,unknown,0,318,35,management,married,tertiary,3512733,M
3383,no,no,64,2,unknown,0,453,58,management,married,tertiary,4325513,M
1050,no,no,117,2,unknown,0,458,40,housemaid,married,secondary,1865464,F
1575,no,no,178,4,unknown,0,187,31,management,married,tertiary,2177610,F
1622,yes,no,158,2,unknown,0,361,42,management,divorced,tertiary,1237701,M
0,no,yes,51,4,unknown,0,405,42,technician,single,secondary,537904,M
3383,yes,no,235,2,unknown,0,373,46,unemployed,married,secondary,384847,M
94,no,no,256,2,unknown,0,229,59,retired,married,primary,1985346,M
3383,no,no,364,2,unknown,0,301,58,retired,married,secondary,4481826,F
874,no,no,643,6,unknown,1,339,32,management,divorced,tertiary,2763824,F
0,no,no,138,2,unknown,0,352,49,management,married,secondary,1378350,F
1009,yes,no,68,2,unknown,0,148,34,management,single,tertiary,4386594,F
827,yes,no,58,4,unknown,0,193,33,technician,single,secondary,819039,M
74,no,no,96,5,unknown,0,349,30,management,single,tertiary,1650996,F
562,no,no,234,2,unknown,0,137,39,housemaid,married,primary,1242866,M
172,no,no,237,2,unknown,0,202,34,blue-collar,married,secondary,3742851,M
100,no,no,181,2,unknown,0,202,32,management,single,tertiary,3185684,M
0,no,no,106,2,unknown,0,231,52,management,married,tertiary,2506342,F
1463,yes,no,110,3,unknown,0,222,58,technician,married,secondary,4934386,F
1269,no,no,117,9,unknown,0,164,49,blue-collar,married,secondary,1603659,M
419,no,no,122,2,unknown,0,298,36,management,single,tertiary,3502651,F
67,no,no,52,2,unknown,0,118,30,management,single,tertiary,3017288,F
1659,no,no,126,2,unknown,0,382,36,technician,married,secondary,2166698,F
362,no,no,95,8,unknown,0,179,35,management,married,tertiary,1419728,M
700,yes,no,73,2,unknown,0,145,30,technician,single,secondary,3033889,M
2192,no,no,365,2,unknown,0,192,59,blue-collar,married,primary,3206544,M
553,no,no,63,2,unknown,0,208,37,management,single,tertiary,2940708,M
1913,no,no,250,2,unknown,0,434,30,management,single,secondary,3477895,M
279,no,no,213,2,unknown,0,293,31,technician,single,secondary,601746,F
2757,yes,no,126,2,unknown,0,158,34,management,single,tertiary,4654865,F
3383,no,yes,63,2,unknown,0,263,56,retired,married,tertiary,4774381,F
586,no,no,68,2,unknown,0,240,47,services,married,primary,1638052,M
1472,no,no,74,2,unknown,0,295,58,retired,married,primary,2636776,M
24,no,no,29,4,unknown,0,444,30,management,single,secondary,4127315,F
353,yes,no,147,2,unknown,0,432,37,technician,single,secondary,3205089,M
418,no,yes,643,2,unknown,0,269,50,blue-collar,married,secondary,900146,M
777,no,yes,117,2,unknown,0,283,54,technician,married,secondary,2008798,M
2419,yes,no,139,2,unknown,0,449,54,management,single,tertiary,3484853,M
2667,yes,no,643,2,unknown,1,224,32,management,single,tertiary,3715441,M
3383,no,no,105,2,unknown,0,311,51,management,married,tertiary,3977217,M
3383,yes,no,196,2,unknown,0,185,40,management,married,tertiary,4093270,M
5,no,no,105,2,unknown,0,168,32,technician,single,secondary,1749147,F
478,no,no,193,3,unknown,0,460,30,management,single,tertiary,2963235,F
253,no,no,220,4,unknown,0,188,31,management,married,tertiary,2008624,F
3383,yes,no,227,2,unknown,0,258,30,technician,single,tertiary,1759993,F
438,yes,no,130,2,unknown,0,240,31,technician,single,tertiary,3414379,F
27,no,no,256,9,unknown,0,420,34,technician,single,secondary,449811,M
0,no,no,232,5,unknown,0,129,47,unemployed,married,tertiary,4581270,F
2781,yes,no,95,2,unknown,0,158,41,management,married,tertiary,3518067,M
443,yes,yes,80,2,unknown,0,171,30,management,single,tertiary,567007,M
277,no,no,101,3,unknown,0,464,55,management,divorced,tertiary,2738278,M
554,no,no,138,4,unknown,0,115,38,management,divorced,tertiary,1758755,M
557,yes,yes,148,4,unknown,0,465,41,management,married,tertiary,3895836,M
871,no,no,396,3,unknown,1,423,36,unemployed,divorced,secondary,1154118,M
328,yes,no,174,4,unknown,0,211,45,blue-collar,married,primary,2096281,M
2347,no,yes,603,3,unknown,0,137,52,admin.,married,secondary,4873798,M
77,no,no,69,4,unknown,0,245,35,management,married,tertiary,4244062,F
3383,no,no,87,4,unknown,0,341,37,management,married,tertiary,993072,F
3383,no,no,100,6,unknown,0,443,54,admin.,married,secondary,4153668,M
0,no,no,138,2,unknown,0,302,47,management,single,tertiary,3222069,M
114,no,no,155,2,unknown,0,251,32,technician,single,secondary,2007835,F
3383,no,no,123,2,unknown,0,282,53,admin.,married,secondary,4684606,F
3383,yes,yes,338,2,unknown,0,348,50,technician,married,tertiary,4705830,M
2481,no,no,104,2,unknown,0,289,33,technician,single,secondary,4366199,F
